,node1,node2,weight,label,PA,LP_w,PA_w,L3_w,L3,LP,SP,SP_w
294,5151,2294601,4.0,1,140,225.0,2662.0,0.2298289190740606,0.009694869566525129,2,1.0,0.25
295,41885,2836682,0.0,0,24,0.0,450.0,0.0,0.0,0,inf,inf
296,84810,2853170,5.0,1,330,0.0,8000.0,0.0,0.0,0,1.0,0.2
297,7607,2148583,0.0,0,117,0.0,1904.0,0.0,0.0,0,5.0,1.4
298,623648,2175419,0.0,0,343,0.0,6058.0,0.0,0.0,0,5.0,1.05
299,622149,2557403,0.0,0,33,0.0,495.0,0.0,0.0,0,5.0,1.05
300,11943,2427467,5.0,1,168,205.0,3492.0,1.730827114963462,0.06466505650109693,2,1.0,0.2
301,30149,2442380,0.0,0,30,0.0,506.0,0.0,0.0,0,5.0,1.0
302,20898,2554770,5.0,1,32984,0.0,771440.0,0.0,0.0,0,1.0,0.2
303,1319,2191366,4.0,1,1540,3207.0,27664.0,16.21898382621173,0.933125413472091,49,1.0,0.25
304,27795,2304536,0.0,0,242,0.0,3800.0,0.0,0.0,0,5.0,1.2666666666666666
305,7916,2350900,5.0,1,4629,0.0,82610.0,0.0,0.0,0,1.0,0.2
306,52919,2754922,5.0,1,50,0.0,924.0,0.0,0.0,0,1.0,0.2
307,1054,2181778,3.0,1,323,0.0,2584.0,0.0,0.0,0,1.0,0.3333333333333333
308,2143,2214022,5.0,1,420,125.0,10064.0,3.9430018617281988,0.1543033499620919,1,1.0,0.2
309,1627452,2294605,0.0,0,24,0.0,240.0,0.0,0.0,0,5.0,1.45
310,15627,2483321,4.0,1,42,0.0,840.0,0.0,0.0,0,1.0,0.25
311,13639,2456069,4.0,1,408,0.0,7644.0,0.0,0.0,0,1.0,0.25
312,611888,2168272,0.0,0,372,375.0,7635.0,0.3972061286258974,0.02663383332132303,4,3.0,0.6000000000000001
313,23476,2246368,0.0,0,238,100.0,4512.0,0.05299179699600651,0.002406880031597367,1,3.0,0.65
314,142528,2243026,0.0,0,640,0.0,9453.0,0.0,0.0,0,5.0,1.0
315,22206,2576362,5.0,1,690,64.0,12493.0,0.44681560942253323,0.02515773027133138,1,1.0,0.2
316,22858,2584899,4.0,1,465,0.0,9534.0,0.0,0.0,0,1.0,0.25
317,10116,2390028,5.0,1,1128,676.0,19764.0,2.3890309469093727,0.16167260243962103,10,1.0,0.2
318,41357,2320488,0.0,0,450,0.0,7540.0,0.0,0.0,0,5.0,1.0
319,9611,2383059,5.0,1,300,655.0,6705.0,0.6686041554929689,0.02513449923247024,6,1.0,0.2
320,11437,2418335,5.0,1,65,0.0,1239.0,0.0,0.0,0,1.0,0.2
321,5947,2309668,5.0,1,1524,0.0,36495.0,0.0,0.0,0,1.0,0.2
322,217300,2374177,0.0,0,250,0.0,2832.0,0.0,0.0,0,5.0,1.2333333333333334
323,6418,2319222,4.0,1,9176,4577.0,188224.0,31.883822355555786,1.6448642872673516,58,1.0,0.25
324,6851,2328382,5.0,1,1312,0.0,28443.0,0.0,0.0,0,1.0,0.2
325,17967,2518401,5.0,1,904,0.0,17353.0,0.0,0.0,0,1.0,0.2
326,15953,2488921,2.0,1,4184,385.0,59148.0,14.875626432405637,0.8470961838322411,7,1.0,0.5
327,515,2162549,1.0,1,144,75.0,1363.0,0.9018488817072785,0.048795003647426664,1,1.0,0.7333333333333334
328,61036,2782534,4.0,1,24,0.0,351.0,0.0,0.0,0,1.0,0.25
329,111613,2289857,0.0,0,56,0.0,1054.0,0.0,0.0,0,5.0,1.0
330,4808,2287249,5.0,1,68,0.0,1079.0,0.0,0.0,0,1.0,0.2
331,32568,2653688,4.0,1,116,0.0,1806.0,0.0,0.0,0,1.0,0.25
332,2062675,2967126,0.0,0,12,0.0,48.0,0.0,0.0,0,inf,inf
333,6629,2324986,5.0,1,125,510.0,2856.0,7.365857336030676,0.3368638915324964,5,1.0,0.2
334,13648,2456148,3.0,1,371,0.0,7688.0,0.0,0.0,0,1.0,0.3333333333333333
335,1698,2201473,4.0,1,840,280.0,12000.0,1.4233533029196783,0.08356207550927487,4,1.0,0.25
336,20898,2554734,4.0,1,24738,2828.0,501436.0,13.197830867306404,0.609604339919162,28,1.0,0.25
337,6873,2328994,5.0,1,160,135.0,2136.0,0.29987210850496115,0.03466398598635141,3,1.0,0.2
338,8067,2353587,4.0,1,612,720.0,11853.0,3.9276816698647297,0.15594860230346863,8,1.0,0.25
339,129209,2154220,0.0,0,36,0.0,885.0,0.0,0.0,0,5.0,1.3166666666666667
340,17852,2517027,4.0,1,39,0.0,728.0,0.0,0.0,0,1.0,0.25
341,14163,2493662,0.0,0,126,0.0,1848.0,0.0,0.0,0,5.0,1.05
342,2416,2224916,5.0,1,126,710.0,2208.0,9.135514034108644,0.4615081152910978,9,1.0,0.2
343,4527,2282279,5.0,1,565,0.0,10960.0,0.0,0.0,0,1.0,0.2
344,774470,2521781,0.0,0,9,0.0,154.0,0.0,0.0,0,7.0,1.4
345,20119,2545556,2.0,1,68,0.0,832.0,0.0,0.0,0,1.0,0.5
346,527434,2264714,0.0,0,20,0.0,384.0,0.0,0.0,0,7.0,1.4
347,1009,2180047,4.0,1,646,180.0,9664.0,0.31753053821728133,0.014310681260319948,2,1.0,0.25
348,444641,2218549,0.0,0,15,0.0,345.0,0.0,0.0,0,7.0,1.45
349,9125,2374346,5.0,1,78,0.0,1320.0,0.0,0.0,0,1.0,0.2
350,2073201,2158640,0.0,0,42,0.0,756.0,0.0,0.0,0,5.0,1.05
351,2130685,2283661,0.0,0,180,0.0,3315.0,0.0,0.0,0,5.0,1.0
352,9221,2375968,5.0,1,1664,0.0,32838.0,0.0,0.0,0,1.0,0.2
353,159052,2977509,0.0,0,9,0.0,96.0,0.0,0.0,0,9.0,2.4499999999999997
354,4366,2278300,5.0,1,820,1915.0,15875.0,12.857237705391931,0.6064324598076476,24,1.0,0.2
355,56,2148342,5.0,1,84,0.0,1275.0,0.0,0.0,0,1.0,0.2
356,34906,2667149,5.0,1,93,27.0,1651.0,2.2983926330486213,0.2886751345948129,1,1.0,0.2
357,33225,2657371,5.0,1,2232,500.0,52515.0,5.438182301889719,0.21645163029693124,4,1.0,0.2
358,563,2164883,5.0,1,1494,9650.0,32967.0,32.54582822904272,1.3474584596227301,84,1.0,0.2
359,417223,2298122,0.0,0,20,0.0,475.0,0.0,0.0,0,9.0,1.7999999999999998
360,3105,2241365,4.0,1,176,0.0,3038.0,0.0,0.0,0,1.0,0.25
361,226502,2976189,4.0,1,27,0.0,518.0,0.0,0.0,0,1.0,0.25
362,3216,2244217,3.0,1,900,100.0,16280.0,0.6815823444323804,0.028038607704602217,1,1.0,0.3333333333333333
363,189920,2952361,4.0,1,18,0.0,294.0,0.0,0.0,0,1.0,0.25
364,18688,2527290,5.0,1,234,0.0,5696.0,0.0,0.0,0,1.0,0.2
365,528446,2612555,0.0,0,9,0.0,84.0,0.0,0.0,0,inf,inf
366,24049,2598349,5.0,1,15,0.0,270.0,0.0,0.0,0,1.0,0.2
367,2214,2215758,3.0,1,546,132.0,8096.0,1.9267628181625256,0.19806108770535927,3,1.0,0.3333333333333333
368,301,2155665,3.0,1,594,122.0,7896.0,0.4971197477463299,0.04177535504796142,4,1.0,0.3333333333333333
369,1196,2187764,5.0,1,112,0.0,2482.0,0.0,0.0,0,1.0,0.2
370,56362,2766584,5.0,1,672,0.0,13320.0,0.0,0.0,0,1.0,0.2
371,5892,2246044,0.0,0,196,0.0,3640.0,0.0,0.0,0,5.0,1.0
372,1606892,3005518,0.0,0,12,0.0,300.0,0.0,0.0,0,7.0,1.5
373,92649,2873377,3.0,1,185,0.0,2576.0,0.0,0.0,0,1.0,0.3333333333333333
374,189557,2221491,0.0,0,21,140.0,450.0,0.03158501515279852,0.002763229169888416,3,3.0,0.8999999999999999
375,8917,2370802,2.0,1,240,0.0,3300.0,0.0,0.0,0,1.0,0.5
376,7690,2345394,5.0,1,4225,20.0,65862.0,0.36202430712799827,0.07412493166611012,1,1.0,0.2
377,24851,2606054,5.0,1,444,171.0,6291.0,1.0671553667538771,0.08049921406734069,3,1.0,0.2
378,1542283,2190977,0.0,0,68,0.0,1377.0,0.0,0.0,0,7.0,1.4
379,6679,2325802,5.0,1,168,0.0,3150.0,0.0,0.0,0,1.0,0.2
380,1160,2186641,3.0,1,598,710.0,11988.0,3.140884563176698,0.1825810840443915,9,1.0,0.3333333333333333
381,141163,3113413,0.0,0,12,0.0,270.0,0.0,0.0,0,inf,inf
382,16185,2492381,3.0,1,198,0.0,1896.0,0.0,0.0,0,1.0,0.3333333333333333
383,8679,2537691,0.0,0,99,0.0,1053.0,0.0,0.0,0,7.0,1.4
384,53591,2489662,0.0,0,21,0.0,300.0,0.0,0.0,0,5.0,1.8
385,282925,2230946,0.0,0,64,0.0,1330.0,0.0,0.0,0,5.0,1.05
386,18807,2528636,3.0,1,9723,6346.0,132363.0,15.144683931775322,1.035038054256708,121,1.0,0.3333333333333333
387,630624,2323854,0.0,0,39,0.0,812.0,0.0,0.0,0,7.0,1.4
388,172109,2186626,0.0,0,56,0.0,1120.0,0.0,0.0,0,5.0,1.1333333333333333
389,1478380,2185308,0.0,0,45,0.0,427.0,0.0,0.0,0,7.0,1.6666666666666665
390,1329932,2634838,0.0,0,24,0.0,570.0,0.0,0.0,0,5.0,1.0
391,54393,2192753,0.0,0,56,0.0,969.0,0.0,0.0,0,5.0,1.1333333333333333
392,3814,2262129,5.0,1,2072,225.0,45526.0,2.651022286960332,0.1003819232196202,2,1.0,0.2
393,65446,2796948,2.0,1,63,0.0,847.0,0.0,0.0,0,1.0,0.5
394,84180,3002872,0.0,0,24,0.0,540.0,0.0,0.0,0,inf,inf
395,38611,2688028,2.0,1,150,0.0,2310.0,0.0,0.0,0,1.0,0.5
396,19122,2533638,4.0,1,1278,0.0,14250.0,0.0,0.0,0,1.0,0.25
397,56747,2972229,0.0,0,21,0.0,465.0,0.0,0.0,0,inf,inf
398,11998,2428237,5.0,1,252,125.0,5487.0,0.10767271523236899,0.0035471922891501598,1,1.0,0.2
399,40437,2644978,0.0,0,375,0.0,6594.0,0.0,0.0,0,5.0,1.1333333333333333
400,127704,2946923,0.0,0,16,0.0,323.0,0.0,0.0,0,9.0,1.8499999999999999
401,3628,2256880,5.0,1,14490,900.0,314041.0,1.265019174100851,0.09931080245016805,17,1.0,0.2
402,117424,2202082,0.0,0,44,0.0,816.0,0.0,0.0,0,5.0,1.05
403,146266,2589482,0.0,0,9,0.0,120.0,0.0,0.0,0,5.0,1.4
404,7283,2337537,4.0,1,168,0.0,2706.0,0.0,0.0,0,1.0,0.25
405,165630,2188202,0.0,0,28,125.0,640.0,0.17427667737658864,0.006577524062394743,1,3.0,0.6000000000000001
406,1655380,2712265,0.0,0,24,0.0,464.0,0.0,0.0,0,7.0,1.8
407,11830,2425262,4.0,1,44,0.0,700.0,0.0,0.0,0,1.0,0.25
408,11950,2427532,5.0,1,552,0.0,11690.0,0.0,0.0,0,1.0,0.2
409,4366,2278353,4.0,1,492,1663.0,6985.0,4.7630530123015475,0.27698442974391924,22,1.0,0.25
410,359524,2507504,0.0,0,36,0.0,660.0,0.0,0.0,0,5.0,1.05
411,151682,3000034,0.0,0,25,0.0,483.0,0.0,0.0,0,7.0,2.2
412,2014260,2385123,0.0,0,12,0.0,180.0,0.0,0.0,0,7.0,1.7
413,21124,2975530,0.0,0,45,0.0,945.0,0.0,0.0,0,7.0,1.5
414,22446,2579465,5.0,1,2384,0.0,39420.0,0.0,0.0,0,1.0,0.2
415,212293,2947627,0.0,0,12,0.0,300.0,0.0,0.0,0,7.0,1.4
416,35970,2537455,0.0,0,32,0.0,740.0,0.0,0.0,0,5.0,1.0
417,1903903,2667613,0.0,0,117,0.0,1860.0,0.0,0.0,0,5.0,1.05
418,4893,2288889,4.0,1,372,263.0,5640.0,0.23017263091337048,0.012719200720894809,4,1.0,0.25
419,17654,2513980,4.0,1,207,0.0,4017.0,0.0,0.0,0,1.0,0.25
420,5021,2292561,5.0,1,1200,0.0,24200.0,0.0,0.0,0,1.0,0.2
421,89805,2389665,0.0,0,56,0.0,832.0,0.0,0.0,0,5.0,1.4
422,1714960,2582016,0.0,0,18,0.0,390.0,0.0,0.0,0,5.0,1.05
423,76517,2950342,0.0,0,21,0.0,130.0,0.0,0.0,0,5.0,1.1833333333333333
424,228573,2152634,0.0,0,205,0.0,3588.0,0.0,0.0,0,5.0,1.0
425,4277,2276317,5.0,1,750,0.0,15631.0,0.0,0.0,0,1.0,0.2
426,17510,2512099,5.0,1,950,125.0,21285.0,4.534226563187573,0.17677669529663687,1,1.0,0.2
427,815311,2146489,0.0,0,20,0.0,456.0,0.0,0.0,0,5.0,1.0
428,27343,2319725,0.0,0,84,0.0,624.0,0.0,0.0,0,5.0,1.5333333333333332
429,19043,3116881,0.0,0,1525,0.0,23544.0,0.0,0.0,0,inf,inf
430,607,2166195,4.0,1,92,125.0,1919.0,6.099375455928333,0.23570226039551587,1,1.0,0.25
431,234238,3008197,0.0,0,12,0.0,280.0,0.0,0.0,0,9.0,2.9000000000000004
432,420854,2935901,0.0,0,9,0.0,180.0,0.0,0.0,0,9.0,1.8499999999999999
433,185858,2462160,0.0,0,36,0.0,783.0,0.0,0.0,0,5.0,1.0
434,217101,2302439,0.0,0,27,0.0,540.0,0.0,0.0,0,5.0,1.1333333333333333
435,32473,2653273,5.0,1,128,40.0,2660.0,0.11903812977901783,0.011925059893763724,1,1.0,0.2
436,48943,2212334,0.0,0,6600,1270.0,135850.0,1.4441476340387456,0.07077205221097692,14,3.0,0.6000000000000001
437,31555,2648492,2.0,1,135,0.0,1672.0,0.0,0.0,0,1.0,0.5
438,15953,2489037,5.0,1,5230,2610.0,123225.0,12.706124036162938,0.4734134314537051,22,1.0,0.2
439,191157,2743761,0.0,0,16,0.0,400.0,0.0,0.0,0,5.0,1.05
440,77806,2647411,0.0,0,9,0.0,225.0,0.0,0.0,0,7.0,1.4
441,2682,2231649,4.0,1,90,100.0,1647.0,0.07568099531339696,0.0031588521628968533,1,1.0,0.25
442,59576,2170116,0.0,0,55,0.0,1125.0,0.0,0.0,0,5.0,1.0
443,117842,2247387,0.0,0,64,0.0,1292.0,0.0,0.0,0,5.0,1.0
444,10662,2398420,5.0,1,43785,200.0,805434.0,0.9514450763687408,0.041434343025866474,2,1.0,0.2
445,112547,2187839,0.0,0,12,0.0,252.0,0.0,0.0,0,5.0,1.1
446,74041,2524135,0.0,0,335,0.0,5022.0,0.0,0.0,0,5.0,1.0
447,48269,2208565,0.0,0,132,0.0,2288.0,0.0,0.0,0,5.0,1.05
448,1684,2201075,4.0,1,535,8.0,8514.0,0.004436308403751243,0.002180248679392979,1,1.0,0.25
449,65851,2220031,0.0,0,15,0.0,238.0,0.0,0.0,0,5.0,1.1333333333333333
450,627511,2181578,0.0,0,87,0.0,903.0,0.0,0.0,0,5.0,1.0
451,53442,2756579,5.0,1,81,0.0,1610.0,0.0,0.0,0,1.0,0.2
452,1247316,2725408,0.0,0,9,0.0,225.0,0.0,0.0,0,5.0,1.05
453,57217,2769618,5.0,1,68,0.0,1380.0,0.0,0.0,0,1.0,0.2
454,39708,2209251,0.0,0,136,0.0,2196.0,0.0,0.0,0,5.0,1.05
455,51954,2277233,0.0,0,30,0.0,506.0,0.0,0.0,0,5.0,1.1833333333333331
456,957004,2408463,0.0,0,24,0.0,264.0,0.0,0.0,0,5.0,1.05
457,5096,2293955,5.0,1,620,555.0,9652.0,0.797580454297256,0.03472848191829544,6,1.0,0.2
458,8900,2370589,5.0,1,1036,4573.0,19723.0,36.939291209769266,2.022603947465039,61,1.0,0.2
459,60930,2747460,0.0,0,15,0.0,375.0,0.0,0.0,0,5.0,1.05
460,1116250,2863253,0.0,0,9,0.0,156.0,0.0,0.0,0,5.0,1.6166666666666667
461,89550,2645562,0.0,0,20,0.0,273.0,0.0,0.0,0,5.0,1.0
462,135277,2709567,0.0,0,12,0.0,270.0,0.0,0.0,0,5.0,1.05
463,65507,2797166,4.0,1,40,0.0,495.0,0.0,0.0,0,1.0,0.25
464,11593,2823243,0.0,0,20,0.0,294.0,0.0,0.0,0,7.0,1.7
465,1658834,2532492,0.0,0,36,0.0,192.0,0.0,0.0,0,5.0,1.6666666666666665
466,608024,3163198,0.0,0,15,0.0,286.0,0.0,0.0,0,inf,inf
467,13542,2454679,5.0,1,786,252.0,13958.0,0.4127505559184838,0.027945187955137122,4,1.0,0.2
468,760607,2701244,0.0,0,42,0.0,855.0,0.0,0.0,0,5.0,1.05
469,41855,2716832,0.0,0,162,0.0,3430.0,0.0,0.0,0,5.0,1.0
470,16899,2501438,4.0,1,1656,1025.0,26364.0,0.8747083547162441,0.05041741586079921,12,1.0,0.25
471,2342,2220642,4.0,1,12320,7535.0,211616.0,12.226454618178014,0.6494927438535028,105,1.0,0.25
472,105357,2893170,5.0,1,16,0.0,340.0,0.0,0.0,0,1.0,0.2
473,451918,2497295,0.0,0,12,0.0,180.0,0.0,0.0,0,5.0,1.0
474,16390,2494751,4.0,1,100,0.0,1771.0,0.0,0.0,0,1.0,0.25
475,1623846,2770807,0.0,0,24,0.0,396.0,0.0,0.0,0,5.0,1.35
476,24029,2598078,5.0,1,49,75.0,1023.0,0.07816147708284384,0.003899591344239564,1,1.0,0.2
477,122951,2346327,0.0,0,9,0.0,154.0,0.0,0.0,0,5.0,1.0999999999999999
478,67026,2671736,0.0,0,18,0.0,300.0,0.0,0.0,0,7.0,1.4
479,1621972,2399759,0.0,0,30,0.0,462.0,0.0,0.0,0,5.0,1.05
480,2118606,2167550,0.0,0,24,0.0,507.0,0.0,0.0,0,5.0,1.0
481,49411,2351652,0.0,0,20,0.0,450.0,0.0,0.0,0,9.0,1.8499999999999999
482,81498,2843266,3.0,1,145,16.0,1875.0,0.06007739950992034,0.01551553494879347,1,1.0,0.3333333333333333
483,412213,2309510,0.0,0,45,0.0,784.0,0.0,0.0,0,5.0,1.05
484,60079,3306566,0.0,0,24,0.0,279.0,0.0,0.0,0,7.0,2.5
485,17080,2506688,5.0,1,459,0.0,10150.0,0.0,0.0,0,1.0,0.2
486,75157,2688994,0.0,0,15,0.0,345.0,0.0,0.0,0,7.0,1.4
487,788548,2945268,0.0,0,21,0.0,351.0,0.0,0.0,0,7.0,1.5
488,946967,2416304,0.0,0,18,0.0,450.0,0.0,0.0,0,9.0,1.7999999999999998
489,7112,2333600,5.0,1,468,0.0,10602.0,0.0,0.0,0,1.0,0.2
490,20898,2557245,5.0,1,65968,18284.0,1311448.0,103.04043743390304,5.875939721279643,239,1.0,0.2
491,2059445,2291759,0.0,0,20,0.0,400.0,0.0,0.0,0,5.0,1.0
492,394625,2192942,0.0,0,16,0.0,76.0,0.0,0.0,0,5.0,1.7999999999999998
493,5121,2294191,3.0,1,609,0.0,12276.0,0.0,0.0,0,1.0,0.3333333333333333
494,119424,2287829,0.0,0,56,0.0,616.0,0.0,0.0,0,7.0,1.45
495,4664,2284932,5.0,1,2442,865.0,53214.0,3.1678346167254565,0.131784139103818,8,1.0,0.2
496,1759488,2579693,0.0,0,21,0.0,405.0,0.0,0.0,0,5.0,1.0
497,44316,2717281,2.0,1,2684,0.0,34608.0,0.0,0.0,0,1.0,0.5
498,55714,2279477,0.0,0,240,0.0,4699.0,0.0,0.0,0,5.0,1.0
499,111808,2898000,1.0,1,30,0.0,320.0,0.0,0.0,0,1.0,1.0
500,1940,2208831,5.0,1,3872,817.0,73970.0,5.7499667827221055,0.4390479454785918,15,1.0,0.2
501,25516,2165738,0.0,0,468,0.0,7236.0,0.0,0.0,0,5.0,1.0
502,86495,2350610,0.0,0,15,0.0,360.0,0.0,0.0,0,5.0,1.0
503,4366,2278306,3.0,1,984,5675.0,16510.0,5.512409099614209,0.2791885100918876,65,1.0,0.3333333333333333
504,459,2160846,3.0,1,21018,19755.0,343420.0,56.491732944357665,3.1529909491847583,282,1.0,0.3333333333333333
505,204746,2659219,0.0,0,12,0.0,180.0,0.0,0.0,0,7.0,1.4
506,421740,2282703,0.0,0,25,0.0,475.0,0.0,0.0,0,5.0,1.3
507,11971,2427925,4.0,1,42,306.0,660.0,1.0318736189076447,0.06424976179550451,5,1.0,0.25
508,94354,2420962,0.0,0,44,0.0,972.0,0.0,0.0,0,5.0,1.1
509,14447,2571584,0.0,0,63,0.0,1305.0,0.0,0.0,0,5.0,1.05
510,1718,2201860,3.0,1,3024,1719.0,48755.0,8.300156136432076,0.5187468395518581,25,1.0,0.3333333333333333
511,2005360,3166307,0.0,0,12,0.0,270.0,0.0,0.0,0,inf,inf
512,1373017,2310253,0.0,0,12,0.0,200.0,0.0,0.0,0,5.0,1.05
513,851628,2358265,0.0,0,24,0.0,570.0,0.0,0.0,0,5.0,1.0
514,52738,2743085,0.0,0,42,0.0,783.0,0.0,0.0,0,5.0,1.3499999999999999
515,19481,2537911,5.0,1,2535,14565.0,49556.0,72.24838195840316,3.055331101167714,144,1.0,0.2
516,12053,2428957,5.0,1,225,250.0,4859.0,0.5000089777083894,0.018344350014952444,2,1.0,0.2
517,11768,2422673,4.0,1,1104,189.0,15356.0,3.0466656422801526,0.18660685454167003,4,1.0,0.25
518,35215,2572867,0.0,0,471,0.0,6182.0,0.0,0.0,0,5.0,1.05
519,22675,2581744,4.0,1,870,204.0,18090.0,1.4925856341123824,0.09608333744185125,3,1.0,0.25
520,2231,2216134,2.0,1,1660,897.0,15708.0,2.4806696277543345,0.22446320065223271,21,1.0,0.5
521,90208,2537573,0.0,0,90,0.0,1645.0,0.0,0.0,0,5.0,1.0999999999999999
522,42925,2710430,5.0,1,180,0.0,4040.0,0.0,0.0,0,1.0,0.2
523,1753791,2522008,0.0,0,30,0.0,364.0,0.0,0.0,0,5.0,1.4999999999999998
524,569834,2213527,0.0,0,24,0.0,322.0,0.0,0.0,0,7.0,1.45
525,191483,2765505,0.0,0,25,0.0,600.0,0.0,0.0,0,7.0,1.45
526,13649,2456157,3.0,1,54,80.0,876.0,0.2811937763050912,0.014997375688861584,1,1.0,0.3333333333333333
527,172660,2202578,0.0,0,27,0.0,288.0,0.0,0.0,0,5.0,1.1333333333333333
528,198444,2958190,4.0,1,114,0.0,2301.0,0.0,0.0,0,1.0,0.25
529,1987264,2859684,0.0,0,20,0.0,414.0,0.0,0.0,0,5.0,1.4
530,25370,2609034,4.0,1,525,0.0,8200.0,0.0,0.0,0,1.0,0.25
531,14953,2307663,0.0,0,900,0.0,18369.0,0.0,0.0,0,5.0,1.0
532,46067,2728568,5.0,1,1421,0.0,33330.0,0.0,0.0,0,1.0,0.2
533,58378,2773520,5.0,1,21,120.0,455.0,3.3805947688221165,0.2465022306567374,2,1.0,0.2
534,160052,2933826,1.0,1,9,0.0,48.0,0.0,0.0,0,1.0,1.0
535,7375,2339032,5.0,1,5180,3975.0,108675.0,6.119096839857343,0.35155329750965886,52,1.0,0.2
536,13732,2457805,5.0,1,1803,0.0,39998.0,0.0,0.0,0,1.0,0.2
537,2353,2221409,4.0,1,6908,567.0,94850.0,1.1171235334804026,0.11493411454959043,13,1.0,0.25
538,32149,2174784,0.0,0,165,0.0,3775.0,0.0,0.0,0,5.0,1.4
539,128652,3046101,0.0,0,24,0.0,128.0,0.0,0.0,0,inf,inf
540,170616,2311595,0.0,0,9,0.0,165.0,0.0,0.0,0,5.0,1.1833333333333333
541,27083,2619204,3.0,1,285,1035.0,4400.0,12.085342440928562,0.6421955835800546,14,1.0,0.3333333333333333
542,4377,2278703,5.0,1,96,0.0,1551.0,0.0,0.0,0,1.0,0.2
543,6015,2310789,5.0,1,150,230.0,3168.0,0.2053131441635969,0.008583126794268462,3,1.0,0.2
544,1787075,2288107,0.0,0,33,0.0,810.0,0.0,0.0,0,5.0,1.0
545,1865524,2558779,0.0,0,9,0.0,225.0,0.0,0.0,0,5.0,1.0
546,137946,2349144,0.0,0,16,0.0,270.0,0.0,0.0,0,7.0,1.45
547,193908,2278940,0.0,0,39,0.0,870.0,0.0,0.0,0,7.0,1.4
548,99889,3136702,0.0,0,48,0.0,1140.0,0.0,0.0,0,inf,inf
549,7938,2351895,3.0,1,488,125.0,8064.0,7.216878364870321,0.2886751345948129,1,1.0,0.3333333333333333
550,3617,2255666,5.0,1,363,0.0,7007.0,0.0,0.0,0,1.0,0.2
551,11821,2424658,5.0,1,14352,2245.0,339986.0,9.329766564930592,0.41659293176647194,24,1.0,0.2
552,14732,2470762,5.0,1,231,250.0,5445.0,0.3778016856784655,0.014068204097306958,2,1.0,0.2
553,9130,2374480,5.0,1,510,0.0,10452.0,0.0,0.0,0,1.0,0.2
554,22693,2581940,3.0,1,84,0.0,1155.0,0.0,0.0,0,1.0,0.3333333333333333
555,879,2176189,5.0,1,171,0.0,2651.0,0.0,0.0,0,1.0,0.2
556,3454,2251555,2.0,1,5317,1049.0,91685.0,4.188344545001703,0.26394842418128317,19,1.0,0.5
557,95003,2652974,0.0,0,24,0.0,580.0,0.0,0.0,0,5.0,1.0
558,109898,2896563,4.0,1,15,0.0,322.0,0.0,0.0,0,1.0,0.25
559,71434,2285464,0.0,0,27,0.0,450.0,0.0,0.0,0,5.0,1.05
560,51658,2294851,0.0,0,42,0.0,858.0,0.0,0.0,0,5.0,1.0
561,1111458,2601500,0.0,0,9,0.0,180.0,0.0,0.0,0,inf,inf
562,1232350,2954272,0.0,0,36,0.0,810.0,0.0,0.0,0,7.0,1.4
563,3737,2260940,5.0,1,228,16.0,4290.0,0.13947360875088133,0.03241018617760822,1,1.0,0.2
564,194396,3110760,0.0,0,12,0.0,182.0,0.0,0.0,0,7.0,2.3333333333333335
565,41854,2179223,0.0,0,76,0.0,1328.0,0.0,0.0,0,5.0,1.5
566,19481,2537864,5.0,1,5070,120.0,99112.0,1.2294263168622004,0.08361371762540543,2,1.0,0.2
567,1620246,2450406,0.0,0,20,0.0,299.0,0.0,0.0,0,5.0,1.3499999999999999
568,4492,2281488,4.0,1,7316,2205.0,127558.0,7.633092424588924,0.5457414846508671,33,1.0,0.25
569,1672553,2616022,0.0,0,16,0.0,304.0,0.0,0.0,0,7.0,1.45
570,1417800,2352591,0.0,0,135,0.0,2375.0,0.0,0.0,0,7.0,1.4
571,24191,2600156,3.0,1,135,0.0,1441.0,0.0,0.0,0,1.0,0.3333333333333333
572,28981,2631673,1.0,1,728,0.0,10150.0,0.0,0.0,0,1.0,1.0
573,571780,2385811,0.0,0,15,0.0,231.0,0.0,0.0,0,5.0,1.1
574,13888,2460748,5.0,1,484,250.0,11660.0,10.915381184339147,0.4180169142013062,2,1.0,0.2
575,823186,2456410,0.0,0,18,0.0,280.0,0.0,0.0,0,5.0,1.1
576,1853215,2225450,0.0,0,21,0.0,390.0,0.0,0.0,0,5.0,1.05
577,15780,2485768,3.0,1,128,80.0,2058.0,1.5775510814638252,0.1689643416102684,2,1.0,0.3333333333333333
578,7660,2344979,4.0,1,242,275.0,2108.0,1.3155213981346159,0.07378988535998914,4,1.0,0.25
579,99018,2211082,0.0,0,828,0.0,16280.0,0.0,0.0,0,5.0,1.0
580,1552336,2175692,0.0,0,99,0.0,1160.0,0.0,0.0,0,5.0,1.05
581,7692,2346093,4.0,1,676,100.0,9367.0,0.28415627732363924,0.011904761904761904,1,1.0,0.25
582,143721,2417647,0.0,0,20,0.0,361.0,0.0,0.0,0,7.0,1.4
583,1887135,2655383,0.0,0,33,0.0,650.0,0.0,0.0,0,5.0,1.0
584,2097877,2968842,0.0,0,16,0.0,400.0,0.0,0.0,0,7.0,1.45
585,1703167,2312848,0.0,0,28,0.0,558.0,0.0,0.0,0,5.0,1.05
586,367291,3023864,5.0,1,16,0.0,400.0,0.0,0.0,0,1.0,0.2
587,563,2164799,5.0,1,7470,7517.0,147741.0,26.56680490692056,1.3218249194884006,80,1.0,0.2
