node1,node2,weight,label,PA,LP_w,PA_w,L3_w,L3,LP,SP,SP_w
352692,2239525,0.0,0,64,0.0,1275.0,0.0,0.0,0,5.0,1.0
878420,2339398,0.0,0,20,0.0,425.0,0.0,0.0,0,7.0,1.4
118816,2914409,0.0,0,44,0.0,1040.0,0.0,0.0,0,5.0,1.0
2209,2215500,1.0,1,242,0.0,3150.0,0.0,0.0,0,1.0,1.0
19230,2219445,0.0,0,238,0.0,4661.0,0.0,0.0,0,5.0,1.0
1715,2201720,4.0,1,980,0.0,18414.0,0.0,0.0,0,1.0,0.25
17210,2508192,2.0,1,112,30.0,1330.0,0.5227083734893168,0.0601929265428846,1,1.0,0.5
131859,2375005,0.0,0,30,0.0,546.0,0.0,0.0,0,7.0,1.4
5511,2301281,5.0,1,54,0.0,1305.0,0.0,0.0,0,1.0,0.2
93364,2694367,0.0,0,9,0.0,165.0,0.0,0.0,0,7.0,1.45
3174,2243113,5.0,1,72,0.0,1480.0,0.0,0.0,0,1.0,0.2
7916,2350974,5.0,1,6172,0.0,142690.0,0.0,0.0,0,1.0,0.2
122902,2175004,0.0,0,312,0.0,6832.0,0.0,0.0,0,5.0,1.0
4951,2290401,2.0,1,7084,861.0,103290.0,7.503161290498925,0.30146649124245006,11,1.0,0.5
19634,2539361,2.0,1,580,100.0,8359.0,2.0112949667728244,0.08703882797784893,1,1.0,0.5
64181,2255620,0.0,0,672,30.0,6825.0,0.07929518496194389,0.010597597584982434,1,3.0,1.0
4991,2291661,4.0,1,7065,5079.0,134164.0,14.491221947075942,0.6641182958426545,61,1.0,0.25
31564,2789079,0.0,0,32,0.0,528.0,0.0,0.0,0,7.0,1.4
67194,2249221,0.0,0,27,0.0,546.0,0.0,0.0,0,5.0,1.4
218,2153188,2.0,1,780,100.0,12336.0,0.7308816827558576,0.032075014954979206,1,1.0,0.5
17420,2511192,5.0,1,100,0.0,1995.0,0.0,0.0,0,1.0,0.2
23696,2594963,5.0,1,216,0.0,4395.0,0.0,0.0,0,1.0,0.2
1665276,2185170,0.0,0,249,283.0,2303.0,0.27173740094830623,0.012213856295416553,4,3.0,0.6000000000000001
32031,2650974,5.0,1,51,164.0,1134.0,2.481445472991343,0.13966873775720903,2,1.0,0.2
24693,2605266,4.0,1,152,225.0,2394.0,1.9388917486075683,0.07523615470259397,2,1.0,0.25
22524,2558198,0.0,0,65,0.0,1560.0,0.0,0.0,0,5.0,1.0
55789,2517994,0.0,0,36,0.0,780.0,0.0,0.0,0,7.0,1.4
8171,2354945,4.0,1,490,3395.0,9729.0,13.287328959796076,0.5531781797608102,32,1.0,0.25
249726,2452251,0.0,0,15,0.0,273.0,0.0,0.0,0,5.0,1.05
474,2161299,5.0,1,1584,937.0,25025.0,3.601157480653891,0.2887260390282655,16,1.0,0.2
505553,2341488,0.0,0,40,0.0,544.0,0.0,0.0,0,5.0,1.2333333333333332
441882,2953617,0.0,0,24,0.0,560.0,0.0,0.0,0,7.0,1.45
1910218,2808709,0.0,0,24,0.0,480.0,0.0,0.0,0,7.0,1.4
443035,2315240,0.0,0,35,0.0,725.0,0.0,0.0,0,5.0,1.0
865,2175580,4.0,1,3354,760.0,63546.0,3.933633614444865,0.18947444461964716,9,1.0,0.25
1744966,2341272,0.0,0,16,0.0,400.0,0.0,0.0,0,7.0,1.4
7049,2332325,5.0,1,80,200.0,1452.0,0.21604466160647667,0.009849707375696714,2,1.0,0.2
31554,2648476,1.0,1,102,0.0,1080.0,0.0,0.0,0,1.0,1.0
2073313,2181631,0.0,0,63,0.0,1339.0,0.0,0.0,0,5.0,1.0
19163,2534084,5.0,1,54,0.0,616.0,0.0,0.0,0,1.0,0.2
33454,2405198,0.0,0,12,0.0,255.0,0.0,0.0,0,5.0,1.0
482329,2266797,0.0,0,18,0.0,308.0,0.0,0.0,0,7.0,2.0999999999999996
1619386,2869269,0.0,0,24,0.0,450.0,0.0,0.0,0,5.0,1.05
15,2146438,5.0,1,325,36.0,5673.0,0.022967419748285655,0.002843227685409753,1,1.0,0.2
7886,2349396,5.0,1,416,1675.0,8388.0,7.928248651103484,0.3092510146544152,14,1.0,0.2
1981795,2560031,0.0,0,15,0.0,176.0,0.0,0.0,0,5.0,1.05
83347,2162543,0.0,0,20,0.0,306.0,0.0,0.0,0,5.0,1.05
1941,2208969,4.0,1,3741,0.0,54180.0,0.0,0.0,0,1.0,0.25
112421,2182199,0.0,0,42,0.0,391.0,0.0,0.0,0,5.0,1.1
139905,2219387,0.0,0,84,0.0,1600.0,0.0,0.0,0,5.0,1.0999999999999999
19768,2541206,4.0,1,1179,1165.0,18830.0,9.625647532672213,0.5760666351110593,18,1.0,0.25
92379,2409016,0.0,0,125,0.0,1680.0,0.0,0.0,0,5.0,1.3
11220,2415244,1.0,1,3636,0.0,49560.0,0.0,0.0,0,1.0,1.0
9352,2378329,2.0,1,804,0.0,9444.0,0.0,0.0,0,1.0,0.5
5162,2294800,5.0,1,266,405.0,4536.0,1.2052244846673574,0.05294903200647678,4,1.0,0.2
10662,2399811,4.0,1,43785,16009.0,690372.0,76.44163405732456,4.762655030180707,257,1.0,0.25
11592,2420226,3.0,1,56,0.0,700.0,0.0,0.0,0,1.0,0.3333333333333333
263029,2578389,0.0,0,72,0.0,1480.0,0.0,0.0,0,5.0,1.0
42401,2706301,5.0,1,920,0.0,19943.0,0.0,0.0,0,1.0,0.2
22431,2212383,0.0,0,1750,0.0,24648.0,0.0,0.0,0,5.0,1.0
8446,2361391,3.0,1,128,80.0,1760.0,4.114755998989118,0.22360679774997896,1,1.0,0.3333333333333333
1274445,2415681,0.0,0,28,125.0,437.0,0.22592936052459267,0.007693218186208295,1,3.0,0.6000000000000001
6155,2313906,3.0,1,1024,75.0,14504.0,0.10835310958057905,0.005796736197002104,1,1.0,0.3333333333333333
961112,2150486,0.0,0,630,0.0,14018.0,0.0,0.0,0,5.0,1.0
90545,2784991,0.0,0,40,0.0,660.0,0.0,0.0,0,5.0,1.1333333333333333
1961710,2515349,0.0,0,33,0.0,506.0,0.0,0.0,0,5.0,1.0
56988,2769044,4.0,1,108,0.0,1296.0,0.0,0.0,0,1.0,0.25
29168,2242792,0.0,0,24,0.0,465.0,0.0,0.0,0,5.0,1.05
1717745,2381308,0.0,0,12,0.0,190.0,0.0,0.0,0,7.0,1.45
6016,2310837,5.0,1,1740,5325.0,39000.0,5.092358337611697,0.21051509646984862,55,1.0,0.2
6395,2318791,4.0,1,460,0.0,8010.0,0.0,0.0,0,1.0,0.25
124793,2162222,0.0,0,408,0.0,5104.0,0.0,0.0,0,5.0,1.2999999999999998
631,2167771,3.0,1,168,0.0,2436.0,0.0,0.0,0,1.0,0.3333333333333333
22507,2580207,2.0,1,318,0.0,4050.0,0.0,0.0,0,1.0,0.5
1714134,2276441,0.0,0,110,0.0,2208.0,0.0,0.0,0,5.0,1.05
1607321,2727676,0.0,0,12,0.0,170.0,0.0,0.0,0,5.0,1.05
9130,2374459,5.0,1,595,0.0,13266.0,0.0,0.0,0,1.0,0.2
6557,2321423,4.0,1,232,0.0,3150.0,0.0,0.0,0,1.0,0.25
136386,2918608,1.0,1,20,0.0,240.0,0.0,0.0,0,1.0,1.0
175909,2879081,0.0,0,24,0.0,360.0,0.0,0.0,0,7.0,1.45
1236800,2356446,0.0,0,30,0.0,320.0,0.0,0.0,0,5.0,1.2999999999999998
321844,2248719,0.0,0,12,0.0,51.0,0.0,0.0,0,5.0,1.9833333333333332
133385,2309647,0.0,0,40,0.0,912.0,0.0,0.0,0,5.0,1.0
63246,2960426,0.0,0,15,0.0,170.0,0.0,0.0,0,5.0,1.55
97301,2966288,0.0,0,12,0.0,300.0,0.0,0.0,0,inf,inf
7268,2484686,0.0,0,36,0.0,576.0,0.0,0.0,0,5.0,1.3
11135,2413856,4.0,1,66,0.0,870.0,0.0,0.0,0,1.0,0.25
196725,2353222,0.0,0,51,0.0,1095.0,0.0,0.0,0,5.0,1.0
1942457,2455692,0.0,0,112,0.0,1660.0,0.0,0.0,0,5.0,1.05
9761,2385039,1.0,1,390,0.0,5040.0,0.0,0.0,0,1.0,1.0
183987,2783442,0.0,0,12,0.0,195.0,0.0,0.0,0,inf,inf
561880,2309305,0.0,0,16,0.0,288.0,0.0,0.0,0,5.0,1.0
58608,2240207,0.0,0,18,0.0,360.0,0.0,0.0,0,5.0,1.0
16978,2504887,4.0,1,777,64.0,13860.0,0.2855208780485381,0.01964943729729648,1,1.0,0.25
13995,2462486,5.0,1,1372,975.0,26078.0,4.823662703103354,0.2226506106403196,11,1.0,0.2
84954,3163441,0.0,0,12,0.0,280.0,0.0,0.0,0,inf,inf
176360,2942250,2.0,1,24,0.0,338.0,0.0,0.0,0,1.0,0.5
435598,2518525,0.0,0,15,0.0,322.0,0.0,0.0,0,5.0,1.05
1056588,3006801,0.0,0,9,0.0,180.0,0.0,0.0,0,inf,inf
45535,2725618,5.0,1,33,0.0,450.0,0.0,0.0,0,1.0,0.2
510982,3343934,0.0,0,16,0.0,340.0,0.0,0.0,0,7.0,1.55
32479,2571821,0.0,0,32,0.0,800.0,0.0,0.0,0,7.0,1.4
116781,2658092,0.0,0,33,0.0,624.0,0.0,0.0,0,5.0,1.05
7029,2331685,5.0,1,1155,640.0,21504.0,2.515115282365701,0.16597787900690303,7,1.0,0.2
7117,2333675,5.0,1,207,0.0,4035.0,0.0,0.0,0,1.0,0.2
7693,2346127,4.0,1,35,60.0,464.0,0.7453559924999299,0.04667600280093366,1,1.0,0.25
112,2150097,5.0,1,318,0.0,6670.0,0.0,0.0,0,1.0,0.2
10629,2397576,5.0,1,36,0.0,690.0,0.0,0.0,0,1.0,0.2
320810,2611135,0.0,0,15,0.0,264.0,0.0,0.0,0,5.0,1.1
19892,2542720,2.0,1,768,0.0,4368.0,0.0,0.0,0,1.0,0.5
16479,2495684,4.0,1,66,0.0,1316.0,0.0,0.0,0,1.0,0.25
11639,2866465,0.0,0,78,0.0,1414.0,0.0,0.0,0,7.0,1.4
362,2157489,4.0,1,4158,665.0,81800.0,1.5192667445163874,0.06592194517708261,7,1.0,0.25
3628,2257612,4.0,1,9660,125.0,205751.0,0.1954729146974369,0.007049073768502414,1,1.0,0.25
20036,2544548,3.0,1,203,0.0,3275.0,0.0,0.0,0,1.0,0.3333333333333333
130306,2211037,0.0,0,288,0.0,6006.0,0.0,0.0,0,5.0,1.0
468813,2413513,0.0,0,108,0.0,1679.0,0.0,0.0,0,5.0,1.2666666666666666
99673,2545394,0.0,0,12,0.0,140.0,0.0,0.0,0,7.0,2.0999999999999996
22939,2586082,4.0,1,5135,2474.0,49848.0,2.8511262882157045,0.3176227291901954,60,1.0,0.25
1615089,2997457,0.0,0,15,0.0,288.0,0.0,0.0,0,inf,inf
1764429,2247834,0.0,0,32,0.0,544.0,0.0,0.0,0,5.0,1.05
351900,2155554,0.0,0,168,75.0,2595.0,0.14008857394195262,0.00826898230594723,1,3.0,0.7333333333333334
747734,2979839,0.0,0,24,0.0,459.0,0.0,0.0,0,7.0,1.5
19696,2540459,5.0,1,138,0.0,3015.0,0.0,0.0,0,1.0,0.2
33878,2660746,4.0,1,981,0.0,16640.0,0.0,0.0,0,1.0,0.25
45282,2724596,4.0,1,117,0.0,2184.0,0.0,0.0,0,1.0,0.25
242227,2286281,0.0,0,180,0.0,1944.0,0.0,0.0,0,5.0,1.05
167828,2165034,0.0,0,69,0.0,1582.0,0.0,0.0,0,5.0,1.0
49448,2558820,0.0,0,35,0.0,440.0,0.0,0.0,0,7.0,1.45
6196,2314932,5.0,1,183,0.0,3735.0,0.0,0.0,0,1.0,0.2
38494,2687443,3.0,1,24,0.0,444.0,0.0,0.0,0,1.0,0.3333333333333333
10618,2397465,5.0,1,520,0.0,9758.0,0.0,0.0,0,1.0,0.2
10662,2404651,5.0,1,35028,13640.0,767080.0,36.744452256988055,1.6061055417206411,145,1.0,0.2
437528,2152952,0.0,0,1648,0.0,31120.0,0.0,0.0,0,5.0,1.05
1081,2182570,5.0,1,3507,5338.0,68902.0,16.512191440498714,0.8552266945239513,65,1.0,0.2
850618,2448044,0.0,0,60,0.0,1188.0,0.0,0.0,0,5.0,1.0
275640,2476794,0.0,0,45,0.0,871.0,0.0,0.0,0,5.0,1.0999999999999999
13060,2446726,1.0,1,352,0.0,2140.0,0.0,0.0,0,1.0,1.0
6886,2329531,3.0,1,13532,2452.0,185055.0,5.641496887383268,0.4844712732652138,49,1.0,0.3333333333333333
64951,3028462,0.0,0,32,0.0,364.0,0.0,0.0,0,5.0,1.15
458572,2177018,0.0,0,384,0.0,7500.0,0.0,0.0,0,5.0,1.0
16,2146538,4.0,1,3075,1060.0,50274.0,4.00682170414326,0.23215522873352676,17,1.0,0.25
16926,2504337,2.0,1,18,0.0,75.0,0.0,0.0,0,1.0,0.5
155201,2644075,0.0,0,9,0.0,225.0,0.0,0.0,0,7.0,1.7999999999999998
87369,2409157,0.0,0,42,0.0,552.0,0.0,0.0,0,5.0,1.1833333333333333
16483,2495717,5.0,1,222,130.0,2720.0,0.8104992423149346,0.05974795046809234,2,1.0,0.2
40431,2696121,5.0,1,32,0.0,800.0,0.0,0.0,0,1.0,0.2
110676,2811272,0.0,0,24,0.0,306.0,0.0,0.0,0,7.0,1.45
3354,2247150,5.0,1,132,0.0,2805.0,0.0,0.0,0,1.0,0.2
1149951,2248154,0.0,0,15,0.0,285.0,0.0,0.0,0,inf,inf
5193,2295120,4.0,1,57,0.0,949.0,0.0,0.0,0,1.0,0.25
90876,2330355,0.0,0,60,0.0,1460.0,0.0,0.0,0,5.0,1.05
2723,2232827,5.0,1,3210,835.0,73485.0,2.492983597491336,0.10804113463157275,8,1.0,0.2
335,2156532,5.0,1,375,0.0,4690.0,0.0,0.0,0,1.0,0.2
27367,2621363,4.0,1,531,0.0,8930.0,0.0,0.0,0,1.0,0.25
15438,2480954,5.0,1,1176,0.0,23446.0,0.0,0.0,0,1.0,0.2
10277,2392263,5.0,1,4521,2106.0,78255.0,11.476878613276154,0.5625518173449666,29,1.0,0.2
329005,2271294,0.0,0,150,0.0,2548.0,0.0,0.0,0,5.0,1.0
7971,2352493,5.0,1,27,0.0,585.0,0.0,0.0,0,1.0,0.2
81234,2485414,0.0,0,108,0.0,1980.0,0.0,0.0,0,5.0,1.0
112148,2437334,0.0,0,24,0.0,391.0,0.0,0.0,0,5.0,1.0
30595,2642441,4.0,1,850,0.0,13527.0,0.0,0.0,0,1.0,0.25
226968,2153456,0.0,0,198,0.0,2300.0,0.0,0.0,0,5.0,1.0
96617,2883103,5.0,1,237,0.0,5115.0,0.0,0.0,0,1.0,0.2
56901,2768822,5.0,1,1794,0.0,36330.0,0.0,0.0,0,1.0,0.2
16653,2498690,5.0,1,368,40.0,7578.0,0.24490611945688168,0.0236227795630767,1,1.0,0.2
121215,2846566,0.0,0,24,0.0,600.0,0.0,0.0,0,5.0,1.05
119448,2903671,5.0,1,12,0.0,300.0,0.0,0.0,0,1.0,0.2
24819,2605925,5.0,1,660,295.0,11775.0,0.9030015974324055,0.052518717682082244,4,1.0,0.2
2039634,2561646,0.0,0,42,100.0,780.0,0.4544891164112698,0.0216574040912105,1,3.0,0.65
26,2146944,4.0,1,12259,5118.0,199815.0,10.771075796822695,0.5715933058589695,66,1.0,0.25
5788,2462965,0.0,0,40,20.0,608.0,0.0066946335219418415,0.0012778710125183157,1,3.0,1.0
7276,2337354,4.0,1,54,410.0,1176.0,6.531767816478982,0.32188711984792806,4,1.0,0.25
14365,2466727,3.0,1,136,0.0,2574.0,0.0,0.0,0,1.0,0.3333333333333333
39762,2693193,5.0,1,2505,0.0,46635.0,0.0,0.0,0,1.0,0.2
4435,2279930,4.0,1,1155,912.0,16080.0,3.344334615603294,0.19712850255485914,13,1.0,0.25
82237,2656643,0.0,0,15,0.0,286.0,0.0,0.0,0,5.0,1.0
65491,2157939,0.0,0,1140,0.0,14006.0,0.0,0.0,0,5.0,1.0
42153,2704817,2.0,1,44,0.0,644.0,0.0,0.0,0,1.0,0.5
1386911,2771077,0.0,0,18,0.0,350.0,0.0,0.0,0,5.0,1.0999999999999999
1955666,2975257,0.0,0,12,0.0,285.0,0.0,0.0,0,7.0,1.4
188117,2163966,0.0,0,9,0.0,168.0,0.0,0.0,0,5.0,1.0
2114274,3032343,0.0,0,45,0.0,1050.0,0.0,0.0,0,7.0,1.8333333333333333
4863,2288390,3.0,1,420,0.0,7826.0,0.0,0.0,0,1.0,0.3333333333333333
1774,2203386,3.0,1,90,0.0,1482.0,0.0,0.0,0,1.0,0.3333333333333333
68172,2806682,5.0,1,108,0.0,1716.0,0.0,0.0,0,1.0,0.2
5250,2296132,4.0,1,540,100.0,8658.0,0.17040696621557722,0.007745424531672578,1,1.0,0.25
90359,2292856,0.0,0,20,0.0,285.0,0.0,0.0,0,7.0,1.4
44783,3014578,0.0,0,28,0.0,700.0,0.0,0.0,0,inf,inf
142098,2219356,0.0,0,25,0.0,375.0,0.0,0.0,0,5.0,1.0
245513,2686095,0.0,0,30,0.0,288.0,0.0,0.0,0,5.0,1.8499999999999999
556080,2867732,0.0,0,12,0.0,180.0,0.0,0.0,0,5.0,1.1833333333333333
71509,2817129,5.0,1,540,0.0,10132.0,0.0,0.0,0,1.0,0.2
5810,2307416,3.0,1,1176,190.0,22600.0,1.0641795867468755,0.13708543720939712,4,1.0,0.3333333333333333
2235,2217876,2.0,1,412,428.0,3420.0,1.2684747274100072,0.20128711437099384,18,1.0,0.5
1991337,2364127,0.0,0,190,0.0,3190.0,0.0,0.0,0,5.0,1.05
15611,2483097,5.0,1,350,0.0,8575.0,0.0,0.0,0,1.0,0.2
1099693,2772882,0.0,0,40,0.0,833.0,0.0,0.0,0,5.0,1.05
13829,2667240,0.0,0,9,0.0,180.0,0.0,0.0,0,5.0,1.1
343242,2528868,0.0,0,48,0.0,962.0,0.0,0.0,0,5.0,1.05
4669,2285005,5.0,1,1620,1560.0,33934.0,1.3883490604462345,0.08227042205910054,30,1.0,0.2
327295,2214196,0.0,0,69,0.0,1545.0,0.0,0.0,0,7.0,1.4
2717,2232561,4.0,1,48,39.0,561.0,0.2687561488501763,0.04501715429477139,2,1.0,0.25
74493,2824761,5.0,1,90,0.0,2100.0,0.0,0.0,0,1.0,0.2
18414,2633055,0.0,0,153,0.0,2550.0,0.0,0.0,0,5.0,1.0
31960,2215755,0.0,0,18,0.0,275.0,0.0,0.0,0,5.0,1.0
30657,2642778,5.0,1,30,0.0,600.0,0.0,0.0,0,1.0,0.2
10362,2393536,4.0,1,51,0.0,770.0,0.0,0.0,0,1.0,0.25
657569,2971520,0.0,0,12,0.0,300.0,0.0,0.0,0,inf,inf
4619,2284116,5.0,1,14874,3664.0,245676.0,4.3678492688505095,0.2489026938388751,48,1.0,0.2
73475,2402461,0.0,0,12,0.0,300.0,0.0,0.0,0,5.0,1.0
774492,2641250,0.0,0,16,0.0,304.0,0.0,0.0,0,5.0,1.1
92174,2548051,0.0,0,77,0.0,1683.0,0.0,0.0,0,5.0,1.0
15626,2483268,5.0,1,843,1035.0,10773.0,0.4827710860835249,0.043247963007588736,23,1.0,0.2
13817,2459329,4.0,1,1008,1836.0,13332.0,16.118258439580035,1.3145624475504263,41,1.0,0.25
5088,2293819,4.0,1,240,150.0,3944.0,1.1829536526716975,0.06478295840857093,2,1.0,0.25
81000,2247961,0.0,0,66,0.0,1215.0,0.0,0.0,0,5.0,1.05
53709,2683417,0.0,0,35,0.0,510.0,0.0,0.0,0,5.0,1.05
699226,2662011,0.0,0,27,0.0,440.0,0.0,0.0,0,7.0,1.5
230465,2335065,0.0,0,9,0.0,180.0,0.0,0.0,0,5.0,1.4
10721,2570116,0.0,0,121,0.0,2205.0,0.0,0.0,0,5.0,1.0
233320,2357309,0.0,0,96,0.0,1834.0,0.0,0.0,0,5.0,1.0
37172,2680673,5.0,1,225,0.0,2920.0,0.0,0.0,0,1.0,0.2
630196,2519322,0.0,0,15,0.0,225.0,0.0,0.0,0,7.0,1.4
9424,2379754,3.0,1,4710,500.0,71500.0,4.820080494551503,0.19759727220382864,5,1.0,0.3333333333333333
53982,2199544,0.0,0,35,0.0,528.0,0.0,0.0,0,5.0,1.0
14064,2463235,5.0,1,192,0.0,3472.0,0.0,0.0,0,1.0,0.2
1709622,2298533,0.0,0,45,0.0,600.0,0.0,0.0,0,5.0,1.0
136144,2210905,0.0,0,20,0.0,204.0,0.0,0.0,0,5.0,2.2
13980,2462158,5.0,1,275,350.0,5950.0,19.84594204087539,0.8249579113843055,3,1.0,0.2
5026,2292643,5.0,1,160,1330.0,2700.0,6.250052316677223,0.322734269327691,15,1.0,0.2
2407,2224809,5.0,1,2784,1640.0,54230.0,5.046528481111808,0.2952289544312369,24,1.0,0.2
4059,2467842,0.0,0,39,0.0,407.0,0.0,0.0,0,7.0,2.3499999999999996
81104,2842389,5.0,1,100,0.0,2350.0,0.0,0.0,0,1.0,0.2
194,2152541,5.0,1,75,125.0,1582.0,1.185113657849943,0.04062222318511938,1,1.0,0.2
36968,2201497,0.0,0,84,0.0,1650.0,0.0,0.0,0,5.0,1.0
95412,2398996,0.0,0,18,0.0,312.0,0.0,0.0,0,5.0,1.05
187618,3007243,0.0,0,21,0.0,435.0,0.0,0.0,0,inf,inf
98457,2229881,0.0,0,27,0.0,585.0,0.0,0.0,0,5.0,1.05
918677,2484915,0.0,0,9,0.0,154.0,0.0,0.0,0,5.0,1.0
800154,2366992,0.0,0,45,0.0,572.0,0.0,0.0,0,5.0,1.05
2063953,2173926,0.0,0,20,0.0,456.0,0.0,0.0,0,5.0,1.0
2466,2225753,5.0,1,868,130.0,12218.0,0.0973319318921988,0.014813197913426206,3,1.0,0.2
525547,2319089,0.0,0,30,0.0,576.0,0.0,0.0,0,5.0,1.05
3843,2262804,5.0,1,11457,2606.0,204450.0,21.600549638490207,1.284646078338665,34,1.0,0.2
40042,2694435,5.0,1,1188,0.0,26985.0,0.0,0.0,0,1.0,0.2
329180,2173737,0.0,0,42,10.0,392.0,0.010780821660257433,0.008080428808862512,2,3.0,1.1
510249,2917094,0.0,0,9,0.0,150.0,0.0,0.0,0,7.0,1.4
15463,2481222,5.0,1,78,0.0,1806.0,0.0,0.0,0,1.0,0.2
2887,2236276,5.0,1,44,0.0,846.0,0.0,0.0,0,1.0,0.2
208604,2353013,0.0,0,20,0.0,475.0,0.0,0.0,0,5.0,1.05
42942,2710547,4.0,1,3445,0.0,69184.0,0.0,0.0,0,1.0,0.25
924427,2505517,0.0,0,12,0.0,140.0,0.0,0.0,0,5.0,1.3166666666666664
30131,2640260,4.0,1,240,0.0,2827.0,0.0,0.0,0,1.0,0.25
5571,2302948,5.0,1,434,30.0,8896.0,1.074861545850028,0.11785113019775793,1,1.0,0.2
244019,2557815,0.0,0,9,0.0,180.0,0.0,0.0,0,5.0,1.1
125653,2859416,0.0,0,15,0.0,240.0,0.0,0.0,0,5.0,1.0
1811852,2821025,0.0,0,18,0.0,360.0,0.0,0.0,0,5.0,1.1
2476,2225895,4.0,1,42,125.0,560.0,8.224396186997112,0.2581988897471611,1,1.0,0.25
82942,2611957,0.0,0,196,0.0,3534.0,0.0,0.0,0,5.0,1.2333333333333334
1084946,2250620,0.0,0,36,0.0,774.0,0.0,0.0,0,5.0,1.0
9876,2386335,4.0,1,1000,375.0,19305.0,0.6262302767692441,0.024089191037461204,3,1.0,0.25
402578,2386612,0.0,0,27,0.0,380.0,0.0,0.0,0,5.0,1.1833333333333333
722809,2294617,0.0,0,9,0.0,210.0,0.0,0.0,0,5.0,1.0
53886,2702555,0.0,0,72,0.0,1296.0,0.0,0.0,0,5.0,1.0
196,2152682,3.0,1,1760,325.0,27885.0,1.3711068984038381,0.07112556298896802,4,1.0,0.3333333333333333
17795,2515594,5.0,1,504,1588.0,8004.0,1.3953712172331845,0.09336286936724686,30,1.0,0.2
1733769,2607983,0.0,0,28,0.0,414.0,0.0,0.0,0,inf,inf
8220,2355580,4.0,1,2385,875.0,47610.0,6.6324781445100385,0.33697537167775643,13,1.0,0.25
68890,2809072,2.0,1,265,0.0,2145.0,0.0,0.0,0,1.0,0.5
12320,2435017,1.0,1,210,0.0,1819.0,0.0,0.0,0,1.0,1.0
9955,2387466,4.0,1,1480,0.0,27952.0,0.0,0.0,0,1.0,0.25
24142,2599824,5.0,1,330,125.0,7672.0,9.316949906249123,0.31622776601683794,1,1.0,0.2
6965,2330739,4.0,1,430,247.0,6440.0,0.294252332020645,0.02600597855506726,6,1.0,0.25
2723,2232693,5.0,1,642,0.0,15525.0,0.0,0.0,0,1.0,0.2
212065,2328718,0.0,0,33,0.0,574.0,0.0,0.0,0,5.0,1.05
1161,2186675,5.0,1,660,430.0,15768.0,2.8344376092997683,0.23080703095999405,5,1.0,0.2
15293,2478804,5.0,1,238,0.0,4144.0,0.0,0.0,0,1.0,0.2
22587,2595361,0.0,0,100,0.0,2260.0,0.0,0.0,0,5.0,1.0
116291,2188928,0.0,0,165,0.0,1600.0,0.0,0.0,0,5.0,1.3499999999999999
48848,2741256,5.0,1,45,0.0,1110.0,0.0,0.0,0,1.0,0.2
54849,2762134,5.0,1,64,0.0,938.0,0.0,0.0,0,1.0,0.2
105950,2500630,0.0,0,36,0.0,648.0,0.0,0.0,0,5.0,1.15
1972191,2902830,0.0,0,9,0.0,195.0,0.0,0.0,0,7.0,1.5
162384,2934825,5.0,1,40,0.0,875.0,0.0,0.0,0,1.0,0.2
227621,2473372,0.0,0,12,0.0,270.0,0.0,0.0,0,5.0,1.0
366472,2325377,0.0,0,42,0.0,732.0,0.0,0.0,0,5.0,1.3
378541,2568713,0.0,0,18,0.0,243.0,0.0,0.0,0,5.0,1.0
44634,2720052,3.0,1,15153,1295.0,217437.0,9.913337994014409,0.43667916835134035,14,1.0,0.3333333333333333
37351,2326944,0.0,0,18,0.0,364.0,0.0,0.0,0,5.0,1.1833333333333333
74460,2435424,0.0,0,15,0.0,132.0,0.0,0.0,0,7.0,1.7
1090260,2203441,0.0,0,54,0.0,814.0,0.0,0.0,0,5.0,1.0
88343,2297708,0.0,0,15,0.0,299.0,0.0,0.0,0,5.0,1.0
987410,2381368,0.0,0,30,0.0,450.0,0.0,0.0,0,5.0,1.0
1119385,2239643,0.0,0,170,0.0,3311.0,0.0,0.0,0,5.0,1.05
21873,2573008,1.0,1,80,0.0,1104.0,0.0,0.0,0,1.0,1.0
88580,2862354,5.0,1,2994,0.0,55832.0,0.0,0.0,0,1.0,0.2
347673,3019674,5.0,1,15,0.0,252.0,0.0,0.0,0,1.0,0.2
936469,2704015,0.0,0,32,0.0,800.0,0.0,0.0,0,5.0,1.15
6990,2331046,4.0,1,756,161.0,14982.0,0.08310563245233074,0.007109350835304018,2,1.0,0.25
57782,2771621,5.0,1,168,0.0,3230.0,0.0,0.0,0,1.0,0.2
7690,2345380,5.0,1,26195,533.0,545191.0,1.4475499507082932,0.07418680605042612,7,1.0,0.2
975715,2242946,0.0,0,30,0.0,630.0,0.0,0.0,0,5.0,1.0
1071265,2173537,0.0,0,27,0.0,360.0,0.0,0.0,0,7.0,1.45
112903,3182397,0.0,0,12,0.0,300.0,0.0,0.0,0,7.0,1.4
21759,2435136,0.0,0,49,0.0,864.0,0.0,0.0,0,5.0,1.05
32303,2192259,0.0,0,175,0.0,2511.0,0.0,0.0,0,5.0,1.0
1172130,2357007,0.0,0,16,0.0,272.0,0.0,0.0,0,5.0,1.0
5586,2303228,5.0,1,555,174.0,8007.0,1.3382422805472294,0.13397572832930682,5,1.0,0.2
20617,2551529,4.0,1,30,0.0,480.0,0.0,0.0,0,1.0,0.25
10446,2394639,5.0,1,688,10120.0,16340.0,38.01345687009394,1.5784564612396255,86,1.0,0.2
51269,2749763,2.0,1,80,0.0,910.0,0.0,0.0,0,1.0,0.5
